2017,162,492526,J9_uLKW1syY
2017,161,492511,NcMVfKVcPt8
2017,160,492496
2017,159,492469,IEBNbVawe-U
2017,158,492454,OVb0VamLe-U
2017,157,492440
2017,156,492429,SOd3LO_3Yoo
2017,155,492414,31OGDZQJDa0
2017,154,492399
2017,153,492368,Kcx9haFVnIs
2017,152,492353
2017,151,492326,cBqM2cWcvlI
2017,150,492311,wootRrFzn88
2017,149,492296
2017,148,492276,CsA3heHgogE
2017,147,492261,XF1obM5EX50
2017,146,492250
2017,145,492244
2017,144,492229
2017,143,492214,0HalthvjygU
2017,142,492188,K915WlbBqyw
2017,141,492173,uBpNYNQrz1o
2017,140,492158,D8EGYzIo7Bg
2017,139,492144,tlEQ5VREvvo
2017,138,492129
2017,137,492114
2017,136,492099
2017,135,492088
2017,134,492073
2017,133,492060
2017,132,492049
2017,131,492034
2017,130,492019
2017,129,491987
2017,128,491972
2017,127,491961
2017,126,491953
2017,125,491938
2017,124,491923
2017,123,491909
2017,122,491900
2017,121,491885
2017,120,491871
2017,119,491862
2017,118,491847
2017,117,491832
2017,116,491793
2017,115,491778
2017,114,491770
2017,113,491754
2017,112,491739
2017,111,491724
2017,110,491718
2017,109,491704
2017,108,491690
2017,107,491676
2017,106,491670
2017,105,491655
2017,104,491640
2017,103,491618
2017,102,491603
2017,101,491588
2017,100,491572
2017,99,491557
2017,98,491542
2017,97,491528
2017,96,491510
2017,95,491495
2017,94,491481
2017,93,491473
2017,92,491458
2017,91,491443
2017,90,491428
2017,89,491413
2017,88,491398
2017,87,491388
2017,86,491375
2017,85,491360
2017,84,491333
2017,83,491318
2017,82,491303
2017,81,491268
2017,80,491253
2017,79,491244
2017,78,491237
2017,77,491222
2017,76,491207
2017,75,491195
2017,74,491182
2017,73,491167
2017,72,491153
2017,71,491140
2017,70,491125
2017,69,491110
2017,68,491096
2017,67,491082
2017,66,491066
2017,65,491045
2017,64,491029
2017,63,491014
2017,62,491003
2017,61,490990
2017,60,490975
2017,59,490960
2017,58,490953
2017,57,490938
2017,56,490923
2017,55,490903
2017,54,490888
2017,53,490873
2017,52,490845
2017,51,490830
2017,50,490815
2017,49,490810
2017,48,490797
2017,47,490782
2017,46,490771
2017,45,490759
2017,44,490744
2017,43,490729
2017,42,490698
2017,41,490684
2017,40,490672
2017,39,490657
2017,38,490642
2017,37,490627
2017,36,490614
2017,35,490609
2017,34,490593
2017,33,490580
2017,32,490569
2017,31,490554
2017,30,490539
2017,29,490513
2017,28,490497
2017,27,490482
2017,26,490472
2017,25,490457
2017,24,490442
2017,23,490422
2017,22,490410
2017,21,490395
2017,20,490384
2017,19,490376
2017,18,490361
2017,17,490346
2017,16,490322
2017,15,490307
2017,14,490273
2017,13,490258
2017,12,490243
2017,11,490232
2017,10,490215
2017,9,490203
2017,8,490193
2017,7,490189
2017,6,490174
2017,5,490159
2017,4,490145
2017,3,490132
2017,2,490118
2017,1,490110
2016,162,449288
2016,161,449273
2016,160,449258
2016,159,449247
2016,158,449232
2016,157,449217
2016,156,449196
2016,155,449181
2016,154,449166
2016,153,449155
2016,152,449142
2016,151,449127
2016,150,449112
2016,149,449102
2016,148,449087
2016,147,449072
2016,146,449058
2016,145,449047
2016,144,449032
2016,143,449017
2016,142,449002
2016,141,448987
2016,140,448972
2016,139,448950
2016,138,448935
2016,137,448920
2016,136,448905
2016,135,448890
2016,134,448875
2016,133,448863
2016,132,448845
2016,131,448830
2016,130,448802
2016,129,448787
2016,128,448772
2016,127,448770
2016,126,448759
2016,125,448743
2016,124,448715
2016,123,448700
2016,122,448685
2016,121,448673
2016,120,448659
2016,119,448644
2016,118,448630
2016,117,448614
2016,116,448599
2016,115,448584
2016,114,448580
2016,113,448569
2016,112,448553
2016,111,448530
2016,110,448515
2016,109,448500
2016,108,448484
2016,107,448471
2016,106,448456
2016,105,448437
2016,104,448422
2016,103,448407
2016,102,448392
2016,101,448373
2016,100,448358
2016,99,448346
2016,98,448340
2016,97,448325
2016,96,448310
2016,95,448285
2016,94,448270
2016,93,448245
2016,92,448230
2016,91,448215
2016,90,448187
2016,89,448172
2016,88,448157
2016,87,448135
2016,86,448120
2016,85,448105
2016,84,448100
2016,83,448085
2016,82,448070
2016,81,448055
2016,80,448043
2016,79,448025
2016,78,448011
2016,77,447999
2016,76,447984
2016,75,447969
2016,74,447958
2016,73,447946
2016,72,447931
2016,71,447916
2016,70,447907
2016,69,447892
2016,68,447877
2016,67,447850
2016,66,447835
2016,65,447823
2016,64,447809
2016,63,447794
2016,62,447779
2016,61,447750
2016,60,447735
2016,59,447719
2016,58,447704
2016,57,447689
2016,56,447676
2016,55,447663
2016,54,447649
2016,53,447634
2016,52,447622
2016,51,447607
2016,50,447592
2016,49,447568
2016,48,447552
2016,47,447538
2016,46,447519
2016,45,447504
2016,44,447489
2016,43,447482
2016,42,447469
2016,41,447454
2016,40,447433
2016,39,447418
2016,38,447403
2016,37,447389
2016,36,447382
2016,35,447367
2016,34,447352
2016,33,447327
2016,32,447312
2016,31,447297
2016,30,447286
2016,29,447280
2016,28,447265
2016,27,447250
2016,26,447241
2016,25,447226
2016,24,447211
2016,23,447189
2016,22,447174
2016,21,447159
2016,20,447138
2016,19,447123
2016,18,447108
2016,17,447089
2016,16,447074
2016,15,447059
2016,14,447052
2016,13,447048
2016,12,447033
2016,11,447018
2016,10,447006
2016,9,446994
2016,8,446979
2016,7,446946
2016,6,446931
2016,5,446916
2016,4,446907
2016,3,446898
2016,2,446885
2016,1,446875
2015,162,416069
2015,161,416054
2015,160,416039
2015,159,416028
2015,158,416014
2015,157,415999
2015,156,415988
2015,155,415982
2015,154,415967
2015,153,415952
2015,152,415937
2015,151,415926
2015,150,415911
2015,149,415875
2015,148,415860
2015,147,415845
2015,146,415823
2015,145,415808
2015,144,415795
2015,143,415789
2015,142,415774
2015,141,415759
2015,140,415737
2015,139,415722
2015,138,415707
2015,137,415693
2015,136,415678
2015,135,415663
2015,134,415650
2015,133,415641
2015,132,415626
2015,131,415611
2015,130,415602
2015,129,415587
2015,128,415572
2015,127,415549
2015,126,415535
2015,125,415520
2015,124,415504
2015,123,415489
2015,122,415474
2015,121,415460
2015,120,415449
2015,119,415434
2015,118,415421
2015,117,415412
2015,116,415397
2015,115,415382
2015,114,415367
2015,113,415351
2015,112,415336
2015,111,415318
2015,110,415303
2015,109,415288
2015,108,415275
2015,107,415264
2015,106,415249
2015,105,415235
2015,104,415223
2015,103,415208
2015,102,415193
2015,101,415161
2015,100,415146
2015,99,415136
2015,98,415124
2015,97,415109
2015,96,415094
2015,95,415069
2015,94,415054
2015,93,415041
2015,92,415031
2015,91,415016
2015,90,415001
2015,89,414983
2015,88,414968
2015,87,414953
2015,86,414926
2015,85,414911
2015,84,414897
2015,83,414889
2015,82,414874
2015,81,414859
2015,80,414844
2015,79,414832
2015,78,414817
2015,77,414788
2015,76,414773
2015,75,414758
2015,74,414749
2015,73,414737
2015,72,414722
2015,71,414699
2015,70,414684
2015,69,414669
2015,68,414654
2015,67,414639
2015,66,414625
2015,65,414610
2015,64,414583
2015,63,414568
2015,62,414553
2015,61,414550
2015,60,414540
2015,59,414525
2015,58,414502
2015,57,414487
2015,56,414472
2015,55,414448
2015,54,414433
2015,53,414418
2015,52,414396
2015,51,414381
2015,50,414366
2015,49,414359
2015,48,414356
2015,47,414341
2015,46,414326
2015,45,414311
2015,44,414296
2015,43,414281
2015,42,414262
2015,41,414247
2015,40,414232
2015,39,414216
2015,38,414201
2015,37,414186
2015,36,414171
2015,35,414160
2015,34,414145
2015,33,414117
2015,32,414102
2015,31,414087
2015,30,414075
2015,29,414064
2015,28,414049
2015,27,414034
2015,26,414012
2015,25,413997
2015,24,413982
2015,23,413970
2015,22,413955
2015,21,413940
2015,20,413925
2015,19,413910
2015,18,413895
2015,17,413879
2015,16,413865
2015,15,413850
2015,14,413820
2015,13,413805
2015,12,413790
2015,11,413783
2015,10,413772
2015,9,413759
2015,8,413744
2015,7,413736
2015,6,413721
2015,5,413706
2015,4,413692
2015,3,413682
2015,2,413669
2015,1,413660